agency,series,code,description,screenTitle,type,charLimit,tsj,constraints
IN,s611,c486,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c487,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c488,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c489,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c490,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c491,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c492,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c493,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c494,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c495,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c496,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c497,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c498,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c499,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c600,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c601,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c602,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c603,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c604,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c605,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c606,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c607,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c608,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c609,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c610,Qualified patent income exemption,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c611,Other deductions (see instructions),IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c612,Government/civil group capital contribution deduction,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c613,Certain federal net operating losses for the current year,IN Net Operating Loss,NUMBER,,N,formattedNumber; min=-999999999; max=0; src:STRING; source:maxLength=1
IN,s611,c700,Amount from line 1 of IT-40 or IT-40PNR,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c701,Some or all Indiana add-backs,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c705,Some or all Indiana deductions,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c718,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c719,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c720,Amount from line 1 of IT-40 or IT-40PNR,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c721,Some or all Indiana add-backs,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c725,Some or all Indiana deductions,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c738,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c739,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c740,Amount from line 1 of IT-40 or IT-40PNR,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c741,Some or all Indiana add-backs,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c745,Some or all Indiana deductions,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c758,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c759,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c760,Amount from line 1 of IT-40 or IT-40PNR,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c761,Some or all Indiana add-backs,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c765,Some or all Indiana deductions,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c778,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c779,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c780,Amount from line 1 of IT-40 or IT-40PNR,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c781,Some or all Indiana add-backs,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c785,Some or all Indiana deductions,IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c798,Indiana AGI available to be offset [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s611,c799,NOL available for deduction [Override],IN Net Operating Loss,NUMBER,,N,src:STRING; source:maxLength=1
IN,s811,c1,Amount of mutually taxed income from other state [Override],IN Other State Tax Credit,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
IN,s811,c2,Tax owed to another state [Override],IN Other State Tax Credit,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
IN,s811,c3,Other state tax credit [Override],IN Other State Tax Credit,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
IN,s811,c800,State abbreviation,IN Other State Tax Credit,STRING,2,N,maxLength=2
IN,s811,c801,"Other jurisdiction, if not a state",IN Other State Tax Credit,STRING,25,N,maxLength=25
IN,s911,c1,Type of property (Click on arrow to select from list),IN Sales/Use Taxes,NUMBER,,N,formattedNumber; min=1; max=4
IN,s911,c2,"1=taxpayer, 2=spouse, blank=joint",IN Sales/Use Taxes,NUMBER,,N,formattedNumber; min=1; max=2; src:STRING; source:maxLength=1
IN,s911,c6,Purchase price,IN Sales/Use Taxes,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
IN,s911,c7,Date of purchase,IN Sales/Use Taxes,DATE,,N,
IN,s911,c8,Sales tax previously paid,IN Sales/Use Taxes,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
IN,s911,c803,Description,IN Sales/Use Taxes,STRING,40,N,maxLength=40
IN,s1011,c1,Name of credit (Click on arrow to select from list),IN Credit Recapture,NUMBER,,N,formattedNumber; min=831; max=880
IN,s1011,c2,K-12 credit,IN Credit Recapture,NUMBER,,N,formattedNumber; min=0; max=1
IN,s1011,c3,Account/Certificate number,IN Credit Recapture,STRING,15,N,maxLength=15
IN,s1011,c4,Offset credit to be recaptured,IN Credit Recapture,NUMBER,,N,src:STRING; source:maxLength=1
IN,s1111,c401,Foreign address,IN Form MISD-A,NUMBER,,N,formattedNumber; min=1; max=1
IN,s1111,c402,"1= taxpayer, 2=spouse",IN Form MISD-A,NUMBER,,N,formattedNumber; min=1; max=2; src:STRING; source:maxLength=1
IN,s1111,c403,(1) State Income,IN Form MISD-A,NUMBER,,N,src:STRING; source:maxLength=1
IN,s1111,c404,(2) State Income tax withheld,IN Form MISD-A,NUMBER,,N,src:STRING; source:maxLength=1
IN,s1111,c405,(3) Indiana State ID number,IN Form MISD-A,STRING,16,N,maxLength=16
IN,s1111,c406,(4) Local Income,IN Form MISD-A,NUMBER,,N,src:STRING; source:maxLength=1
IN,s1111,c407,(5) Indiana County Code,IN Form MISD-A,NUMBER,,N,
IN,s1111,c408,(6) Local Income tax withheld,IN Form MISD-A,NUMBER,,N,src:STRING; source:maxLength=1
IN,s1111,c409,Corrected,IN Form MISD-A,NUMBER,,N,
IN,s1111,c410,Void,IN Form MISD-A,NUMBER,,N,
IN,s1111,c423,Foreign address,IN Form MISD-A,NUMBER,,N,formattedNumber; min=1; max=1
IN,s1111,c900,Name of payer,IN Form MISD-A,STRING,35,N,maxLength=35
IN,s1111,c901,Street address,IN Form MISD-A,STRING,35,N,maxLength=35
IN,s1111,c902,City / State / ZIP code,IN Form MISD-A,STRING,22,N,maxLength=22
IN,s1111,c903,City / State / ZIP code,IN Form MISD-A,STRING,2,N,maxLength=2
IN,s1111,c904,City / State / ZIP code,IN Form MISD-A,STRING,12,N,maxLength=12
IN,s1111,c905,Region / Postal Code / Country,IN Form MISD-A,STRING,20,N,maxLength=20
IN,s1111,c906,Region / Postal Code / Country,IN Form MISD-A,STRING,15,N,maxLength=15
IN,s1111,c907,Region / Postal Code / Country,IN Form MISD-A,STRING,20,N,maxLength=20
IN,s1111,c909,Federal identification number,IN Form MISD-A,SSN,9,N,
IN,s1111,c910,ID number,IN Form MISD-A,SSN,9,N,
IN,s1111,c911,Name,IN Form MISD-A,STRING,35,N,maxLength=35
IN,s1111,c912,Street address,IN Form MISD-A,STRING,35,N,maxLength=35
IN,s1111,c913,Street address (continued),IN Form MISD-A,STRING,35,N,maxLength=35
IN,s1111,c914,City / State / ZIP code,IN Form MISD-A,STRING,22,N,maxLength=22
IN,s1111,c915,City / State / ZIP code,IN Form MISD-A,STRING,2,N,maxLength=2
IN,s1111,c916,City / State / ZIP code,IN Form MISD-A,STRING,12,N,maxLength=12
IN,s1111,c917,Region / Postal Code / Country,IN Form MISD-A,STRING,20,N,maxLength=20
IN,s1111,c918,Region / Postal Code / Country,IN Form MISD-A,STRING,15,N,maxLength=15
IN,s1111,c919,Region / Postal Code / Country,IN Form MISD-A,STRING,20,N,maxLength=20
IN,s1111,c921,Name of payer (continued),IN Form MISD-A,STRING,35,N,maxLength=35
IN,s1211,c101,"Loss year ending (mm,dd,yyyy)",IN NOL-MOD,DATE,,N,
IN,s1211,c102,Code,IN NOL-MOD,,,N,
IN,s1211,c103,Amount,IN NOL-MOD,,,N,
IN,s1211,c104,Code,IN NOL-MOD,,,N,
IN,s1211,c105,Amount,IN NOL-MOD,,,N,
IN,s1211,c106,Code,IN NOL-MOD,,,N,
IN,s1211,c107,Amount,IN NOL-MOD,,,N,
IN,s1211,c108,Current Year NOL Amounnt,IN NOL-MOD,,,N,
IN,s1211,c109,Year,IN NOL-MOD,,,N,
IN,s1211,c110,FEIN,IN NOL-MOD,,,N,
IN,s1211,c111,Amount deducted in current year,IN NOL-MOD,NUMBER,,N,formattedNumber; min=-999999999; max=0; src:STRING; source:maxLength=1
IN,s1211,c112,Code,IN NOL-MOD,,,N,
IN,s1211,c113,Amount,IN NOL-MOD,,,N,
IN,s1211,c114,Code,IN NOL-MOD,,,N,
IN,s1211,c115,Amount,IN NOL-MOD,,,N,
IN,s1211,c116,Federal TIN,IN NOL-MOD,,,N,
IN,s1211,c117,First NOL Year,IN NOL-MOD,,,N,
IN,s1211,c118,First Reporting Year,IN NOL-MOD,,,N,
IN,s1211,c119,Amount of NOL Terminated,IN NOL-MOD,,,N,
IN,s2111,c1,Income,IN Household Employment Tax,NUMBER,,N,src:STRING; source:maxLength=1
IN,s2111,c2,State income tax withheld,IN Household Employment Tax,NUMBER,,N,src:STRING; source:maxLength=1
IN,s2111,c3,County income tax withheld,IN Household Employment Tax,NUMBER,,N,src:STRING; source:maxLength=1
IN,s2111,c800,"Employee name (first, m.i., last)",IN Household Employment Tax,STRING,25,N,maxLength=25
IN,s2111,c801,Social security number,IN Household Employment Tax,STRING,15,N,maxLength=15
IN,s2111,c802,County code number (2 digit),IN Household Employment Tax,STRING,60,N,maxLength=60
IN,s5811,c10,Estimated tax applied to next year (memo only),IN Amended Return (IT-40X),NUMBER,,N,src:STRING; source:maxLength=1
IN,s5811,c17,Amount paid on original return,IN Amended Return (IT-40X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
IN,s5811,c18,Amount previously refunded (memo only),IN Amended Return (IT-40X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
IN,s6111,c1,Federal adjusted gross income,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c2,Indiana source adjusted gross income (IT-40PNR),IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c6,Total Indiana additions,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c16,Total Indiana deductions,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c17,Indiana adjusted gross income,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c18,Total amount of exemptions claimed,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c19,Total exemptions,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c20,State taxable income,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c21,State adjusted gross income tax due,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c22,County tax due,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c23,Other taxes,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c24,Total tax,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c25,"Withholds, estimates, & credits",IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c28,Offset credits,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c33,Total credits,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c34,Penalty,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c35,Interest,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c36,Amount applied to current year estimated tax,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c37,Underpayment penalty (Form IT-2210),IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c38,Amount you owe,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c39,Amount overpaid,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c40,Total contributions,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c500,Prorated exemptions % (xx.xx),IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c501,Marginal tax rate,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
IN,s6111,c502,Effective tax rate,IN Prior Year Summary,NUMBER,,N,src:STRING; source:maxLength=1
KS,s22,c0,Home {{ind.detail.s22.p._index_.id}},KS Expensing Deduction Sch,,,N,
KS,s51,c800,{{ind.detail.s51.p._index_.c800.x[0].desc}},KS Expensing Deduction Sch,STRING,20,N,maxLength=20
KS,s53,c800,{{ind.detail.s53.p._index_.c800.x[0].desc}},KS Expensing Deduction Sch,STRING,20,N,maxLength=20
KS,s54,c800,{{ind.detail.s54.p._index_.c800.x[0].desc}},KS Expensing Deduction Sch,STRING,20,N,maxLength=20
KS,s55,c800,{{ind.detail.s55.p._index_.c800.x[0].desc}},KS Expensing Deduction Sch,STRING,20,N,maxLength=20
KS,s56,c800,{{ind.detail.s56.p._index_.c800.x[0].desc}},KS Expensing Deduction Sch,STRING,20,N,maxLength=20
KS,s57,c800,{{ind.detail.s57.p._index_.c800.x[0].desc}},KS Expensing Deduction Sch,STRING,20,N,maxLength=20
KS,s63,c801,{{ind.detail.s63.p._index_.c801.x[0].desc}},KS Expensing Deduction Sch,STRING,35,N,maxLength=35
KS,s64,c800,{{ind.detail.s64.p._index_.c800.x[0].desc}},KS Expensing Deduction Sch,STRING,20,N,maxLength=20
KS,s206,c1,Federal tax refund,KS Modifications,NUMBER,,Y,src:STRING; tsj:maxLength=1; source:maxLength=1
KS,s206,c4,"Partnership, S corporation, Fiduciary adjustments",KS Modifications,NUMBER,,Y,src:STRING; tsj:maxLength=1; source:maxLength=1
KS,s206,c5,Community service credit modification,KS Modifications,NUMBER,,Y,src:STRING; tsj:maxLength=1; source:maxLength=1
KS,s206,c6,Other additions (Click on button to expand),KS Modifications,NUMBER,,Y,desc:maxLength=40; src:STRING; tsj:maxLength=1; source:maxLength=1
KS,s206,c8,"Partnership, S corporation, Fiduciary adjustments",KS Modifications,NUMBER,,Y,src:STRING; tsj:maxLength=1; source:maxLength=1
